geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr01:27375191-27436631-rc	added	grid_absent	retained
Vvinifera:chr01:2737751-2799191	added	grid_absent	retained
Vvinifera:chr01:2737751-2799191-rc	added	grid_absent	retained
Vvinifera:chr01:27385813-27514837	removed	retained	grid_absent
Vvinifera:chr01:27385813-27514837-rc	removed	retained	grid_absent
Vvinifera:chr01:27387732-27418452	removed	retained	grid_absent
Vvinifera:chr01:27387732-27418452-rc	removed	retained	grid_absent
Vvinifera:chr01:274039-403063	added	grid_absent	retained
Vvinifera:chr01:274039-403063-rc	added	grid_absent	retained
Vvinifera:chr01:27404197-27434917	added	grid_absent	retained
Vvinifera:chr01:27404197-27434917-rc	added	grid_absent	retained
Vvinifera:chr01:27416134-27477574	removed	retained	grid_absent
Vvinifera:chr01:27418452-27449172	removed	retained	grid_absent
Vvinifera:chr01:27434917-27465637	added	grid_absent	retained
Vvinifera:chr01:27436631-27498071	added	grid_absent	retained
Vvinifera:chr01:27449172-27479892	removed	retained	grid_absent
Vvinifera:chr01:27465637-27496357	added	grid_absent	retained
Vvinifera:chr01:27477574-27539014	removed	retained	grid_absent
Vvinifera:chr01:27477574-27539014-rc	removed	retained	grid_absent
Vvinifera:chr01:27479892-27510612	removed	retained	grid_absent
Vvinifera:chr01:27479892-27510612-rc	removed	retained	grid_absent
Vvinifera:chr01:27496357-27527077	added	grid_absent	retained
Vvinifera:chr01:27496357-27527077-rc	added	grid_absent	retained
Vvinifera:chr01:27498071-27559511	added	grid_absent	retained
Vvinifera:chr01:27498071-27559511-rc	added	grid_absent	retained
Vvinifera:chr01:27498103-27627127	added	grid_absent	retained
Vvinifera:chr01:27498103-27627127-rc	added	grid_absent	retained
Vvinifera:chr01:2750292-2781012	removed	retained	grid_absent
Vvinifera:chr01:27510612-27541332	removed	retained	grid_absent
Vvinifera:chr01:27510612-27541332-rc	removed	retained	grid_absent
Vvinifera:chr01:27514837-27643861	removed	retained	grid_absent
Vvinifera:chr01:27514837-27643861-rc	removed	retained	grid_absent
Vvinifera:chr01:27527077-27557797	added	grid_absent	retained
Vvinifera:chr01:27539014-27600454	removed	retained	grid_absent
Vvinifera:chr01:27539014-27600454-rc	removed	retained	grid_absent
Vvinifera:chr01:27541332-27572052	removed	retained	grid_absent
Vvinifera:chr01:27557797-27588517	added	grid_absent	retained
Vvinifera:chr01:27559511-27620951	added	grid_absent	retained
Vvinifera:chr01:27559511-27620951-rc	added	grid_absent	retained
Vvinifera:chr01:27572052-27602772	removed	retained	grid_absent
Vvinifera:chr01:27588517-27619237	added	grid_absent	retained
Vvinifera:chr01:27588517-27619237-rc	added	grid_absent	retained
Vvinifera:chr01:27600454-27661894	removed	retained	grid_absent
Vvinifera:chr01:27619237-27649957	added	grid_absent	retained
Vvinifera:chr01:27620951-27682391	added	grid_absent	retained
Vvinifera:chr01:27627127-27756151	added	grid_absent	retained
Vvinifera:chr01:27627127-27756151-rc	added	grid_absent	retained
Vvinifera:chr01:27633492-27664212	removed	retained	grid_absent
Vvinifera:chr01:27643861-27772885	removed	retained	grid_absent
Vvinifera:chr01:27649957-27680677	added	grid_absent	retained
Vvinifera:chr01:27661894-27723334	removed	retained	grid_absent
Vvinifera:chr01:27661894-27723334-rc	removed	retained	grid_absent
Vvinifera:chr01:27664212-27694932	removed	retained	grid_absent
Vvinifera:chr01:27664212-27694932-rc	removed	retained	grid_absent
Vvinifera:chr01:2766757-2797477	added	grid_absent	retained
Vvinifera:chr01:2766757-2797477-rc	added	grid_absent	retained
Vvinifera:chr01:27680677-27711397	added	grid_absent	retained
Vvinifera:chr01:27682391-27743831	added	grid_absent	retained
Vvinifera:chr01:27711397-27742117	added	grid_absent	retained
Vvinifera:chr01:27723334-27784774	removed	retained	grid_absent
Vvinifera:chr01:27723334-27784774-rc	removed	retained	grid_absent
Vvinifera:chr01:27725652-27756372	removed	retained	grid_absent
Vvinifera:chr01:27742117-27772837	added	grid_absent	retained
Vvinifera:chr01:27743831-27805271	added	grid_absent	retained
Vvinifera:chr01:27743831-27805271-rc	added	grid_absent	retained
Vvinifera:chr01:27756372-27787092	removed	retained	grid_absent
Vvinifera:chr01:27756372-27787092-rc	removed	retained	grid_absent
Vvinifera:chr01:27772837-27803557	added	grid_absent	retained
Vvinifera:chr01:27772837-27803557-rc	added	grid_absent	retained
Vvinifera:chr01:2778694-2840134	removed	retained	grid_absent
Vvinifera:chr01:2778694-2840134-rc	removed	retained	grid_absent
Vvinifera:chr01:27787092-27817812	removed	retained	grid_absent
Vvinifera:chr01:2781012-2811732	removed	retained	grid_absent
Vvinifera:chr01:2781012-2811732-rc	removed	retained	grid_absent
Vvinifera:chr01:278437-309157	added	grid_absent	retained
Vvinifera:chr01:278437-309157-rc	added	grid_absent	retained
Vvinifera:chr01:2799191-2860631	added	grid_absent	retained
Vvinifera:chr01:280151-341591	added	grid_absent	retained
Vvinifera:chr01:280151-341591-rc	added	grid_absent	retained
Vvinifera:chr01:2811732-2842452	removed	retained	grid_absent
Vvinifera:chr01:2828197-2858917	added	grid_absent	retained
Vvinifera:chr01:2840134-2901574	removed	retained	grid_absent
Vvinifera:chr01:2842452-2873172	removed	retained	grid_absent
Vvinifera:chr01:2854519-2983543	added	grid_absent	retained
Vvinifera:chr01:2854519-2983543-rc	added	grid_absent	retained
Vvinifera:chr01:2858917-2889637	added	grid_absent	retained
Vvinifera:chr01:2860631-2922071	added	grid_absent	retained
Vvinifera:chr01:2860631-2922071-rc	added	grid_absent	retained
Vvinifera:chr01:2871253-3000277	removed	retained	grid_absent
Vvinifera:chr01:2871253-3000277-rc	removed	retained	grid_absent
Vvinifera:chr01:2873172-2903892	removed	retained	grid_absent
Vvinifera:chr01:2889637-2920357	added	grid_absent	retained
Vvinifera:chr01:2889637-2920357-rc	added	grid_absent	retained
Vvinifera:chr01:2901574-2963014	removed	retained	grid_absent
Vvinifera:chr01:2901574-2963014-rc	removed	retained	grid_absent
Vvinifera:chr01:2903892-2934612	removed	retained	grid_absent
Vvinifera:chr01:290773-419797	removed	retained	grid_absent
Vvinifera:chr01:290773-419797-rc	removed	retained	grid_absent
Vvinifera:chr01:2920357-2951077	added	grid_absent	retained
Vvinifera:chr01:2920357-2951077-rc	added	grid_absent	retained
Vvinifera:chr01:2922071-2983511	added	grid_absent	retained
Vvinifera:chr01:2922071-2983511-rc	added	grid_absent	retained
Vvinifera:chr01:292692-323412	removed	retained	grid_absent
Vvinifera:chr01:292692-323412-rc	removed	retained	grid_absent
Vvinifera:chr01:2934612-2965332	removed	retained	grid_absent
Vvinifera:chr01:2951077-2981797	added	grid_absent	retained
Vvinifera:chr01:2951077-2981797-rc	added	grid_absent	retained
Vvinifera:chr01:2963014-3024454	removed	retained	grid_absent
Vvinifera:chr01:2963014-3024454-rc	removed	retained	grid_absent
Vvinifera:chr01:2965332-2996052	removed	retained	grid_absent
Vvinifera:chr01:2965332-2996052-rc	removed	retained	grid_absent
Vvinifera:chr01:2981797-3012517	added	grid_absent	retained
Vvinifera:chr01:2983511-3044951	added	grid_absent	retained
Vvinifera:chr01:2983543-3112567	added	grid_absent	retained
Vvinifera:chr01:2996052-3026772	removed	retained	grid_absent
Vvinifera:chr01:3000277-3129301	removed	retained	grid_absent
Vvinifera:chr01:3012517-3043237	added	grid_absent	retained
Vvinifera:chr01:3024454-3085894	removed	retained	grid_absent
Vvinifera:chr01:3026772-3057492	removed	retained	grid_absent
Vvinifera:chr01:3043237-3073957	added	grid_absent	retained
Vvinifera:chr01:3044951-3106391	added	grid_absent	retained
Vvinifera:chr01:3057492-3088212	removed	retained	grid_absent
Vvinifera:chr01:3073957-3104677	added	grid_absent	retained
Vvinifera:chr01:3085894-3147334	removed	retained	grid_absent
Vvinifera:chr01:3088212-3118932	removed	retained	grid_absent
Vvinifera:chr01:309157-339877	added	grid_absent	retained
Vvinifera:chr01:309157-339877-rc	added	grid_absent	retained
Vvinifera:chr01:3104677-3135397	added	grid_absent	retained
Vvinifera:chr01:3106391-3167831	added	grid_absent	retained
Vvinifera:chr01:3112567-3241591	added	grid_absent	retained
Vvinifera:chr01:3112567-3241591-rc	added	grid_absent	retained
Vvinifera:chr01:3118932-3149652	removed	retained	grid_absent
Vvinifera:chr01:3129301-3258325	removed	retained	grid_absent
Vvinifera:chr01:3129301-3258325-rc	removed	retained	grid_absent
Vvinifera:chr01:3135397-3166117	added	grid_absent	retained
Vvinifera:chr01:3147334-3208774	removed	retained	grid_absent
Vvinifera:chr01:3149652-3180372	removed	retained	grid_absent
Vvinifera:chr01:3166117-3196837	added	grid_absent	retained
Vvinifera:chr01:3167831-3229271	added	grid_absent	retained
Vvinifera:chr01:3167831-3229271-rc	added	grid_absent	retained
Vvinifera:chr01:3180372-3211092	removed	retained	grid_absent
Vvinifera:chr01:3180372-3211092-rc	removed	retained	grid_absent
Vvinifera:chr01:3196837-3227557	added	grid_absent	retained
Vvinifera:chr01:3196837-3227557-rc	added	grid_absent	retained
Vvinifera:chr01:3208774-3270214	removed	retained	grid_absent
Vvinifera:chr01:321094-382534	removed	retained	grid_absent
Vvinifera:chr01:321094-382534-rc	removed	retained	grid_absent
Vvinifera:chr01:3211092-3241812	removed	retained	grid_absent
Vvinifera:chr01:3227557-3258277	added	grid_absent	retained
Vvinifera:chr01:3229271-3290711	added	grid_absent	retained
Vvinifera:chr01:323412-354132	removed	retained	grid_absent
Vvinifera:chr01:323412-354132-rc	removed	retained	grid_absent
Vvinifera:chr01:3241591-3370615	added	grid_absent	retained
Vvinifera:chr01:3241591-3370615-rc	added	grid_absent	retained
Vvinifera:chr01:3241812-3272532	removed	retained	grid_absent
Vvinifera:chr01:3258277-3288997	added	grid_absent	retained
Vvinifera:chr01:3258325-3387349	removed	retained	grid_absent
Vvinifera:chr01:3258325-3387349-rc	removed	retained	grid_absent
Vvinifera:chr01:32677-63397	added	grid_absent	retained
Vvinifera:chr01:3270214-3331654	removed	retained	grid_absent
Vvinifera:chr01:3270214-3331654-rc	removed	retained	grid_absent
Vvinifera:chr01:32725-161749	removed	retained	grid_absent
Vvinifera:chr01:32725-161749-rc	removed	retained	grid_absent
Vvinifera:chr01:3272532-3303252	removed	retained	grid_absent
Vvinifera:chr01:3288997-3319717	added	grid_absent	retained
Vvinifera:chr01:3290711-3352151	added	grid_absent	retained
Vvinifera:chr01:3290711-3352151-rc	added	grid_absent	retained
Vvinifera:chr01:3303252-3333972	removed	retained	grid_absent
Vvinifera:chr01:3319717-3350437	added	grid_absent	retained
Vvinifera:chr01:3331654-3393094	removed	retained	grid_absent
Vvinifera:chr01:3331654-3393094-rc	removed	retained	grid_absent
Vvinifera:chr01:3333972-3364692	removed	retained	grid_absent
Vvinifera:chr01:3333972-3364692-rc	removed	retained	grid_absent
Vvinifera:chr01:3350437-3381157	added	grid_absent	retained
Vvinifera:chr01:3352151-3413591	added	grid_absent	retained
Vvinifera:chr01:3352151-3413591-rc	added	grid_absent	retained
Vvinifera:chr01:3364692-3395412	removed	retained	grid_absent
Vvinifera:chr01:3381157-3411877	added	grid_absent	retained
Vvinifera:chr01:3381157-3411877-rc	added	grid_absent	retained
Vvinifera:chr01:3387349-3516373	removed	retained	grid_absent
Vvinifera:chr01:3387349-3516373-rc	removed	retained	grid_absent
Vvinifera:chr01:3393094-3454534	removed	retained	grid_absent
Vvinifera:chr01:3393094-3454534-rc	removed	retained	grid_absent
Vvinifera:chr01:3395412-3426132	removed	retained	grid_absent
Vvinifera:chr01:3395412-3426132-rc	removed	retained	grid_absent
Vvinifera:chr01:3413591-3475031	added	grid_absent	retained
Vvinifera:chr01:3413591-3475031-rc	added	grid_absent	retained
Vvinifera:chr01:341591-403031	added	grid_absent	retained
Vvinifera:chr01:34391-95831	added	grid_absent	retained
Vvinifera:chr01:3454534-3515974	removed	retained	grid_absent
Vvinifera:chr01:3454534-3515974-rc	removed	retained	grid_absent
Vvinifera:chr01:3456852-3487572	removed	retained	grid_absent
Vvinifera:chr01:3456852-3487572-rc	removed	retained	grid_absent
Vvinifera:chr01:3473317-3504037	added	grid_absent	retained
Vvinifera:chr01:3473317-3504037-rc	added	grid_absent	retained
Vvinifera:chr01:3475031-3536471	added	grid_absent	retained
Vvinifera:chr01:3475031-3536471-rc	added	grid_absent	retained
Vvinifera:chr01:3487572-3518292	removed	retained	grid_absent
Vvinifera:chr01:3487572-3518292-rc	removed	retained	grid_absent
Vvinifera:chr01:3499639-3628663	added	grid_absent	retained
Vvinifera:chr01:3499639-3628663-rc	added	grid_absent	retained
Vvinifera:chr01:3504037-3534757	added	grid_absent	retained
Vvinifera:chr01:3504037-3534757-rc	added	grid_absent	retained
Vvinifera:chr01:3515974-3577414	removed	retained	grid_absent
Vvinifera:chr01:3515974-3577414-rc	removed	retained	grid_absent
Vvinifera:chr01:3516373-3645397	removed	retained	grid_absent
Vvinifera:chr01:3516373-3645397-rc	removed	retained	grid_absent
Vvinifera:chr01:3518292-3549012	removed	retained	grid_absent
Vvinifera:chr01:3518292-3549012-rc	removed	retained	grid_absent
Vvinifera:chr01:3534757-3565477	added	grid_absent	retained
Vvinifera:chr01:3534757-3565477-rc	added	grid_absent	retained
Vvinifera:chr01:3536471-3597911	added	grid_absent	retained
Vvinifera:chr01:3536471-3597911-rc	added	grid_absent	retained
Vvinifera:chr01:354132-384852	removed	retained	grid_absent
Vvinifera:chr01:3549012-3579732	removed	retained	grid_absent
Vvinifera:chr01:3565477-3596197	added	grid_absent	retained
Vvinifera:chr01:3577414-3638854	removed	retained	grid_absent
Vvinifera:chr01:3579732-3610452	removed	retained	grid_absent
Vvinifera:chr01:3596197-3626917	added	grid_absent	retained
Vvinifera:chr01:3597911-3659351	added	grid_absent	retained
Vvinifera:chr01:3597911-3659351-rc	added	grid_absent	retained
Vvinifera:chr01:3610452-3641172	removed	retained	grid_absent
Vvinifera:chr01:3626917-3657637	added	grid_absent	retained
Vvinifera:chr01:3626917-3657637-rc	added	grid_absent	retained
Vvinifera:chr01:3628663-3757687	added	grid_absent	retained
Vvinifera:chr01:3628663-3757687-rc	added	grid_absent	retained
Vvinifera:chr01:3638854-3700294	removed	retained	grid_absent
Vvinifera:chr01:3638854-3700294-rc	removed	retained	grid_absent
Vvinifera:chr01:3641172-3671892	removed	retained	grid_absent
Vvinifera:chr01:3645397-3774421	removed	retained	grid_absent
Vvinifera:chr01:3645397-3774421-rc	removed	retained	grid_absent
Vvinifera:chr01:3657637-3688357	added	grid_absent	retained
Vvinifera:chr01:3657637-3688357-rc	added	grid_absent	retained
Vvinifera:chr01:3659351-3720791	added	grid_absent	retained
Vvinifera:chr01:3659351-3720791-rc	added	grid_absent	retained
Vvinifera:chr01:3671892-3702612	removed	retained	grid_absent
Vvinifera:chr01:3688357-3719077	added	grid_absent	retained
Vvinifera:chr01:3700294-3761734	removed	retained	grid_absent
Vvinifera:chr01:3700294-3761734-rc	removed	retained	grid_absent
Vvinifera:chr01:3702612-3733332	removed	retained	grid_absent
Vvinifera:chr01:370597-401317	added	grid_absent	retained
Vvinifera:chr01:3719077-3749797	added	grid_absent	retained
Vvinifera:chr01:3719077-3749797-rc	added	grid_absent	retained
Vvinifera:chr01:3720791-3782231	added	grid_absent	retained
Vvinifera:chr01:3720791-3782231-rc	added	grid_absent	retained
Vvinifera:chr01:3733332-3764052	removed	retained	grid_absent
Vvinifera:chr01:3733332-3764052-rc	removed	retained	grid_absent
Vvinifera:chr01:3749797-3780517	added	grid_absent	retained
Vvinifera:chr01:3757687-3886711	added	grid_absent	retained
Vvinifera:chr01:3757687-3886711-rc	added	grid_absent	retained
Vvinifera:chr01:3761734-3823174	removed	retained	grid_absent
Vvinifera:chr01:3764052-3794772	removed	retained	grid_absent
Vvinifera:chr01:3774421-3903445	removed	retained	grid_absent
Vvinifera:chr01:3774421-3903445-rc	removed	retained	grid_absent
Vvinifera:chr01:3780517-3811237	added	grid_absent	retained
Vvinifera:chr01:3782231-3843671	added	grid_absent	retained
Vvinifera:chr01:3782231-3843671-rc	added	grid_absent	retained
Vvinifera:chr01:3811237-3841957	added	grid_absent	retained
Vvinifera:chr01:3811237-3841957-rc	added	grid_absent	retained
Vvinifera:chr01:3823174-3884614	removed	retained	grid_absent
Vvinifera:chr01:3823174-3884614-rc	removed	retained	grid_absent
Vvinifera:chr01:382534-443974	removed	retained	grid_absent
Vvinifera:chr01:3825492-3856212	removed	retained	grid_absent
Vvinifera:chr01:3825492-3856212-rc	removed	retained	grid_absent
Vvinifera:chr01:3841957-3872677	added	grid_absent	retained
Vvinifera:chr01:3841957-3872677-rc	added	grid_absent	retained
Vvinifera:chr01:3843671-3905111	added	grid_absent	retained
Vvinifera:chr01:3843671-3905111-rc	added	grid_absent	retained
